timestamp,visitors,city,region,country,longitude,latitude,lcc_description
2012-01-09 16:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,"World History And History Of Europe, Asia, Africa, Australia, New Zealand, Etc."
2012-01-09 15:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,History Of The Americas
2012-01-09 08:00:00,1,London,England,United Kingdom,-0.0889,51.5133,Social Sciences
2012-01-09 19:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-09 12:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-09 13:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Social Sciences
2012-01-09 09:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,History Of The Americas
2012-01-09 22:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,History Of The Americas
2012-01-09 11:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Philosophy. Psychology. Religion
2012-01-09 11:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Science
2012-01-09 15:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Science
2012-01-09 00:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Technology
2012-01-09 11:00:00,1,Winnipeg,Manitoba,Canada,-97.17,49.88,Political Science
2012-01-09 14:00:00,1,Nottingham,England,United Kingdom,-1.1493,52.9551,Language And Literature
2012-01-09 16:00:00,1,Waterloo,Ontario,Canada,-80.5377,43.4809,Music And Books On Music
2012-01-09 09:00:00,1,Montreal,Quebec,Canada,-73.55419999999998,45.5089,Political Science
2012-01-09 16:00:00,1,London,England,United Kingdom,-0.0889,51.5133,Geography. Anthropology. Recreation
2012-01-09 17:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,
2012-01-09 12:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,
2012-01-09 14:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,"World History And History Of Europe, Asia, Africa, Australia, New Zealand, Etc."
2012-01-10 08:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-10 06:00:00,1,Bristol,England,United Kingdom,-2.5919,51.4553,Education
2012-01-10 13:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Philosophy. Psychology. Religion
2012-01-10 15:00:00,1,Worcester,England,United Kingdom,-2.2235,52.192,
2012-01-10 14:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Geography. Anthropology. Recreation
2012-01-10 08:00:00,1,Lorraine,Quebec,Canada,-73.7769,45.6594,
2012-01-10 00:00:00,1,Cardiff,Wales,United Kingdom,-3.1805,51.4813,Philosophy. Psychology. Religion
2012-01-10 08:00:00,1,Lorraine,Quebec,Canada,-73.7769,45.6594,
2012-01-10 12:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,
2012-01-10 12:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Law
2012-01-10 12:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,History Of The Americas
2012-01-10 14:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Science
2012-01-10 16:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Social Sciences
2012-01-10 10:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,
2012-01-10 12:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Education
2012-01-10 15:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Social Sciences
2012-01-10 20:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Social Sciences
2012-01-10 04:00:00,1,London,England,United Kingdom,-0.0889,51.5133,Language And Literature
2012-01-10 14:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Social Sciences
2012-01-10 09:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Law
2012-01-10 15:00:00,1,Malton,Ontario,Canada,-79.64190000000002,43.721,Social Sciences
2012-01-10 12:00:00,1,Vancouver,British Columbia,Canada,-123.1088,49.2485,Language And Literature
2012-01-10 23:00:00,1,Vancouver,British Columbia,Canada,-123.1088,49.2485,Language And Literature
2012-01-10 10:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-10 14:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Auxiliary Sciences Of History
2012-01-10 19:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-10 09:00:00,1,Lancaster,England,United Kingdom,-2.7984,54.0496,Language And Literature
2012-01-10 14:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Law
2012-01-10 22:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,History Of The Americas
2012-01-10 15:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,
2012-01-11 23:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-11 09:00:00,1,Toronto,Ontario,Canada,-79.3817,43.6525,Philosophy. Psychology. Religion
2012-01-11 19:00:00,1,Streetsville,Ontario,Canada,-79.7046,43.575,Education
2012-01-11 10:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Music And Books On Music
2012-01-11 19:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Law
2012-01-11 11:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Science
2012-01-11 12:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Geography. Anthropology. Recreation
2012-01-11 15:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Science
2012-01-11 12:00:00,1,Toronto,Ontario,Canada,-79.3817,43.6525,Auxiliary Sciences Of History
2012-01-11 10:00:00,1,Ottawa,Ontario,Canada,-75.6982,45.4116,Language And Literature
2012-01-11 11:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,
2012-01-11 17:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Science
2012-01-11 10:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Geography. Anthropology. Recreation
2012-01-11 15:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Geography. Anthropology. Recreation
2012-01-11 10:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Social Sciences
2012-01-11 17:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Technology
2012-01-11 14:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,
2012-01-11 21:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-11 20:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Geography. Anthropology. Recreation
2012-01-11 13:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,
2012-01-11 21:00:00,1,Kelowna,British Columbia,Canada,-119.4496,49.8799,Science
2012-01-11 13:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Social Sciences
2012-01-11 16:00:00,1,Richmond Hill,Ontario,Canada,-79.43040000000002,43.8849,Language And Literature
2012-01-11 13:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-11 07:00:00,1,London,England,United Kingdom,-0.0889,51.5133,Philosophy. Psychology. Religion
2012-01-11 17:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Science
2012-01-11 22:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-11 09:00:00,2,Durham,North Carolina,United States,-78.8986,35.994,Technology
2012-01-11 20:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Social Sciences
2012-01-11 15:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Fine Arts
2012-01-11 15:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Social Sciences
2012-01-11 21:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,
2012-01-12 11:00:00,1,London,England,United Kingdom,-0.0889,51.5133,History Of The Americas
2012-01-12 17:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Social Sciences
2012-01-12 08:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,
2012-01-12 13:00:00,1,Montreal,Quebec,Canada,-73.55419999999998,45.5089,General Works
2012-01-12 10:00:00,1,Bushey,England,United Kingdom,-0.3605,51.643,
2012-01-12 10:00:00,1,St Andrews,Scotland,United Kingdom,-2.7989,56.3389,
2012-01-12 13:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,History Of The Americas
2012-01-12 18:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-12 09:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-12 13:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Fine Arts
2012-01-12 13:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-12 11:00:00,1,Montreal,Quebec,Canada,-73.55419999999998,45.5089,Language And Literature
2012-01-12 20:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Law
2012-01-12 12:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Philosophy. Psychology. Religion
2012-01-12 10:00:00,1,Bushey,England,United Kingdom,-0.3605,51.643,
2012-01-12 09:00:00,1,Halifax,Nova Scotia,Canada,-63.5753,44.6489,Social Sciences
2012-01-12 20:00:00,1,Niagara Falls,Ontario,Canada,-79.0979,43.08600000000001,Law
2012-01-12 13:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Science
2012-01-12 12:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Fine Arts
2012-01-12 12:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,"World History And History Of Europe, Asia, Africa, Australia, New Zealand, Etc."
2012-01-12 10:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-12 17:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Philosophy. Psychology. Religion
2012-01-12 14:00:00,1,Kingston,Ontario,Canada,-76.5034,44.2636,"World History And History Of Europe, Asia, Africa, Australia, New Zealand, Etc."
2012-01-12 08:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Social Sciences
2012-01-12 10:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,
2012-01-12 13:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
2012-01-12 11:00:00,1,Manchester,England,United Kingdom,-2.2344,53.4807,Education
2012-01-12 08:00:00,1,St John's,Newfoundland,Canada,-52.7127,47.5615,Philosophy. Psychology. Religion
2012-01-12 22:00:00,1,Ottawa,Ontario,Canada,-75.6982,45.4116,Philosophy. Psychology. Religion
2012-01-12 17:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Medicine
2012-01-12 16:00:00,1,Toronto,Ontario,Canada,-79.3817,43.6525,"World History And History Of Europe, Asia, Africa, Australia, New Zealand, Etc."
2012-01-12 09:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Social Sciences
2012-01-12 23:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Technology
2012-01-12 22:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,
2012-01-12 15:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Science
2012-01-12 21:00:00,1,Durham,North Carolina,United States,-78.8986,35.994,Language And Literature
